1.010417,0,0
1.020833,0,0
1.03125,0,0
1.041667,0,0
1.052083,0,0
1.0625,0,0
1.072917,0,0
1.083333,0,0
1.09375,0,0
1.104167,0,0
1.114583,0,0
1.125,0,0
1.135417,0,0
1.145833,0,0
1.15625,0,0
1.166667,0,0
1.177083,0,0
1.1875,0,0
1.197917,0,0
1.208333,0,0
1.21875,0,0
1.229167,0,0
1.239583,0,0
1.25,0,0
1.260417,0,0
1.270833,0,0
1.28125,0,0
1.291667,0,0
1.302083,0,0
1.3125,0,0
1.322917,0,0
1.333333,0,0
1.34375,0,0
1.354167,0,0
1.364583,0,0
1.375,0,0
1.385417,0,0
1.395833,0,0
1.40625,0,0
1.416667,0,0
1.427083,0,0
1.4375,0,0
1.447917,0,0
1.458333,0,0
1.46875,0,0
1.479167,0,0
1.489583,0,0
1.5,0,0
1.510417,0,0
1.520833,0,0
1.53125,0,0
1.541667,0,0
1.552083,0,0
1.5625,0,0
1.572917,0,0
1.583333,0,0
1.59375,0,0
1.604167,0,0
1.614583,0,0
1.625,0,0
1.635417,0,0
1.645833,0,0
1.65625,0,0
1.666667,0,0
1.677083,0,0
1.6875,0,0
1.697917,0,0
1.708333,0,0
1.71875,0,0
1.729167,0,0
1.739583,0,0
1.75,0,0
1.760417,0,0
1.770833,0,0
1.78125,0,0
1.791667,0,0
1.802083,0,0
1.8125,0,0
1.822917,0,0
1.833333,0,0
1.84375,0,0
1.854167,0,0
1.864583,0,0
1.875,0,0
1.885417,0,0
1.895833,0,0
1.90625,0,0
1.916667,0,0
1.927083,0,0
1.9375,0,0
1.947917,0,0
1.958333,0,0
1.96875,0,0
1.979167,0,0
1.989583,0,0
2,0,0
2.010417,0,0
2.020833,0,0
2.03125,0,0
2.041667,0,0
2.052083,0,0
2.0625,0,0
2.072917,0,0
2.083333,0,0
2.09375,0,0
2.104167,0,0
2.114583,0,0
2.125,0,0
2.135417,0,0
2.145833,0,0
2.15625,0,0
2.166667,0,0
2.177083,0,0
2.1875,0,0
2.197917,0,0
2.208333,0,0
2.21875,0,0
2.229167,0,0
2.239583,0,0
2.25,0,0
2.260417,0,0
2.270833,0,0
2.28125,0,0
2.291667,0,0
2.302083,0,0
2.3125,0,0
2.322917,0,0
2.333333,0,0
2.34375,0,0
2.354167,0,0
2.364583,0,0
2.375,0,0
2.385417,0,0
2.395833,0,0
2.40625,0,0
2.416667,0,0
2.427083,0,0
2.4375,0,0
2.447917,0,0
2.458333,0,0
